Sample_Name1	Latitude	Longitude	Elevation	Elevation_Flag	Sample_Thickness	Sample_Density	Shielding_Corr	Erosion_Rate	Sample_Collection_Year	End_of_Line1	Sample_Name2	Nuclide	Mineral	Nuclide_Conc	Nuclide_Uncert	Standardization	End_of_Line2
TM14-11--1	37.8801458274248	-119.39288701766	2672.55234147611	std	2.33095265361795	2.67921101311129	0.885544358392621	0.000166372213617713	2014	;	TM14-11--1	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--2	37.8801478602187	-119.392893662789	2672.72089612389	std	1.03374804351862	2.66994629185939	0.905409019933691	0	2014	;	TM14-11--2	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--3	37.8801904223303	-119.392938886113	2673.61393325315	std	1.83064093037643	2.67015966333222	0.882124827567621	0.000223410523216501	2014	;	TM14-11--3	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--4	37.8801738850775	-119.392878447112	2671.65775616748	std	1.7768277266922	2.66961537263283	0.898746002406711	0	2014	;	TM14-11--4	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--5	37.8801575904891	-119.392894036531	2672.9428263222	std	1.67962526797877	2.66694104763325	0.924747724492892	7.44750043018493e-05	2014	;	TM14-11--5	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--6	37.8801565660299	-119.392939286154	2671.26067128062	std	1.80240220203779	2.67504262303802	0.892017225946706	5.14319035319387e-05	2014	;	TM14-11--6	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--7	37.8801524485425	-119.39291797588	2669.81626214043	std	1.94769015796008	2.67076885820296	0.890125525360898	6.74878473722121e-05	2014	;	TM14-11--7	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--8	37.8801982754491	-119.392873612787	2672.22180615009	std	1.4607771151087	2.65426187412825	0.90714279293464	0.000119159853979007	2014	;	TM14-11--8	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--9	37.8802118129023	-119.392896772329	2672.78878636321	std	1.34559942331802	2.67437575406156	0.88487885400391	1.30128774548276e-05	2014	;	TM14-11--9	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--10	37.880170982445	-119.392941059463	2669.18194620943	std	1.93524216082882	2.66366782722381	0.909406190580864	0	2014	;	TM14-11--10	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--11	37.8801735628198	-119.392906314105	2670.88521984409	std	1.78872133063801	2.64919252495905	0.922871544213447	0.000305480997114016	2014	;	TM14-11--11	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--12	37.8801847071907	-119.392913231983	2668.86252856724	std	2.23480123525704	2.65080938989118	0.903673780155238	0.000133724669115258	2014	;	TM14-11--12	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--13	37.8801337564283	-119.392950341091	2673.6866655386	std	2.03562865368723	2.66046816173267	0.924433067017019	2.04217856002591e-05	2014	;	TM14-11--13	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--14	37.8801662232381	-119.392923685837	2671.02221096992	std	1.55496545925281	2.65074282149593	0.929570229546614	0.000279474104718719	2014	;	TM14-11--14	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--15	37.8801963052836	-119.392910000896	2670.60767547461	std	2.19115486700685	2.67710562727388	0.900708955564942	0.000102352576297449	2014	;	TM14-11--15	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--16	37.8802086249868	-119.392925134296	2674.13259776268	std	1.25677805982763	2.68535946024364	0.902602921719937	7.64543573965519e-05	2014	;	TM14-11--16	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--17	37.8801555820391	-119.392935889348	2672.05997668421	std	2.16541959430885	2.66911640987524	0.891041765614918	0.000114698902819795	2014	;	TM14-11--17	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--18	37.8801447161571	-119.39291079925	2673.210855924	std	1.162109573134	2.65377613925115	0.897589191218325	6.44110643099964e-05	2014	;	TM14-11--18	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--19	37.8801876739579	-119.39290208476	2672.822958812	std	2.40358231337296	2.6691948909455	0.855724946650684	0.00011001248618485	2014	;	TM14-11--19	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--20	37.8801194931654	-119.392968883916	2674.2032061264	std	2.39141731499174	2.65390572736547	0.895546859261973	7.50527022426964e-05	2014	;	TM14-11--20	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--21	37.8801521787023	-119.392963870624	2673.77891193455	std	1.8400596146254	2.6679315968178	0.900127708935719	0.00025093500149817	2014	;	TM14-11--21	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--22	37.8801837133032	-119.392947624127	2673.38303248597	std	1.34975358896077	2.68091259867875	0.924628929891604	3.3479334025923e-05	2014	;	TM14-11--22	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--23	37.8801826025443	-119.39293244491	2672.72121017649	std	2.31840007980151	2.67692889908123	0.900746898416253	0.000258046896936983	2014	;	TM14-11--23	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--24	37.8801774029899	-119.392897582757	2669.60735151867	std	2.58731495060528	2.67075399569881	0.941635278373453	0.000160692772001867	2014	;	TM14-11--24	Be-10	quartz	330968	6547	07KNSTD	;
