Sample_Name1	Latitude	Longitude	Elevation	Elevation_Flag	Sample_Thickness	Sample_Density	Shielding_Corr	Erosion_Rate	Sample_Collection_Year	End_of_Line1	Sample_Name2	Nuclide	Mineral	Nuclide_Conc	Nuclide_Uncert	Standardization	End_of_Line2
UpLy-12-10--1	37.799070247173	-119.216061194707	3389.51430000631	std	3.84673678368988	2.77999742773914	0.878955774411385	0	2012	;	UpLy-12-10--1	Be-10	quartz	518497	8112	07KNSTD	;
UpLy-12-10--2	37.7990112804082	-119.216010728183	3391.43283892699	std	2.23786420757552	2.74569626574635	0.916448038384481	9.28551562825169e-05	2012	;	UpLy-12-10--2	Be-10	quartz	518497	8112	07KNSTD	;
UpLy-12-10--3	37.7990213716888	-119.215992638913	3402.52554752489	std	1.97475974230642	2.76994836732483	0.862849703735819	0.000168152692360636	2012	;	UpLy-12-10--3	Be-10	quartz	518497	8112	07KNSTD	;
UpLy-12-10--4	37.7990017821185	-119.216000864044	3395.85183219494	std	1.96994656609371	2.78250524411028	0.881121432068091	0	2012	;	UpLy-12-10--4	Be-10	quartz	518497	8112	07KNSTD	;
UpLy-12-10--5	37.7990121938042	-119.215997549726	3398.33212395311	std	2.75190369288005	2.80256815714481	0.882829528340915	0.000243609225712786	2012	;	UpLy-12-10--5	Be-10	quartz	518497	8112	07KNSTD	;
UpLy-12-10--6	37.7989943109892	-119.216011072419	3394.46185662832	std	3.09646807307588	2.72866472505577	0.942192054299805	3.88040193582332e-05	2012	;	UpLy-12-10--6	Be-10	quartz	518497	8112	07KNSTD	;
UpLy-12-10--7	37.7990272935334	-119.215963141811	3396.26205039746	std	3.01410963729958	2.75865157572473	0.91194887838993	9.04219548266377e-06	2012	;	UpLy-12-10--7	Be-10	quartz	518497	8112	07KNSTD	;
UpLy-12-10--8	37.7990534629697	-119.216044661857	3400.03760087815	std	2.22489773270099	2.82851332299665	0.921644648607132	0.000280283570510699	2012	;	UpLy-12-10--8	Be-10	quartz	518497	8112	07KNSTD	;
UpLy-12-10--9	37.799005390423	-119.216026144687	3402.84931739101	std	3.01494029986036	2.78607077366577	0.874078232111311	0.000152583409902363	2012	;	UpLy-12-10--9	Be-10	quartz	518497	8112	07KNSTD	;
UpLy-12-10--10	37.7989734800402	-119.216002498438	3402.77752596092	std	3.30193521048404	2.74338492016799	0.921738963656769	0.000134598252083049	2012	;	UpLy-12-10--10	Be-10	quartz	518497	8112	07KNSTD	;
UpLy-12-10--11	37.7990580672109	-119.21600979227	3395.93469185523	std	3.28846526832656	2.74450639551684	0.925966708659184	0	2012	;	UpLy-12-10--11	Be-10	quartz	518497	8112	07KNSTD	;
UpLy-12-10--12	37.7989901926427	-119.216054896359	3393.71660697205	std	3.5057010853419	2.74200343617902	0.944852411162309	0	2012	;	UpLy-12-10--12	Be-10	quartz	518497	8112	07KNSTD	;
UpLy-12-10--13	37.7990145779805	-119.216063754187	3397.67985017355	std	2.96467414792575	2.74114448240888	0.880842636897044	0.000109974969252709	2012	;	UpLy-12-10--13	Be-10	quartz	518497	8112	07KNSTD	;
UpLy-12-10--14	37.7989954633084	-119.215894531093	3395.32113498591	std	1.76240096104573	2.69292769525338	0.919269433626864	0.000220042102291332	2012	;	UpLy-12-10--14	Be-10	quartz	518497	8112	07KNSTD	;
