Sample_Name1	Latitude	Longitude	Elevation	Elevation_Flag	Sample_Thickness	Sample_Density	Shielding_Corr	Erosion_Rate	Sample_Collection_Year	End_of_Line1	Sample_Name2	Nuclide	Mineral	Nuclide_Conc	Nuclide_Uncert	Standardization	End_of_Line2
TM14-11--1	37.8801537598335	-119.392888349948	2670.18435255018	std	2.29318474650705	2.64910482655826	0.998335038178452	0.000238035714207483	2014	;	TM14-11--1	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--2	37.8801308651725	-119.392929563343	2672.77717105496	std	1.85352114954775	2.68022540866441	0.993603428708699	0.000244474555949355	2014	;	TM14-11--2	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--3	37.8801797458867	-119.392894020545	2671.91296511972	std	1.84424682310083	2.65947305089043	0.99964121546019	0.000173326933705668	2014	;	TM14-11--3	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--4	37.8801984026087	-119.392880920755	2671.49738969721	std	2.44676950966235	2.66635146689306	1	0.000101615373916715	2014	;	TM14-11--4	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--5	37.8802229993256	-119.392877820351	2671.77161739359	std	1.64728343166495	2.65814784013579	0.992121420132776	0	2014	;	TM14-11--5	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--6	37.880184508786	-119.392884136011	2672.90310617347	std	1.88445282257484	2.66890379595117	0.981666098645243	0.000173386874544682	2014	;	TM14-11--6	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--7	37.8801840957388	-119.392908400296	2672.75185479937	std	1.54095398647593	2.64723551374592	0.997766643340023	0.000224113208109578	2014	;	TM14-11--7	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--8	37.8801627333362	-119.392897918087	2674.37171439211	std	1.66312325461178	2.67439595909353	0.981539722408139	2.35765963333964e-05	2014	;	TM14-11--8	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--9	37.8801581752655	-119.392909492071	2675.41005052688	std	1.69398790763859	2.66396438372147	1	8.70808676839324e-06	2014	;	TM14-11--9	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--10	37.8801443937725	-119.392936048289	2672.94232125069	std	1.91721885146029	2.6540103247192	0.99416493543602	0	2014	;	TM14-11--10	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--11	37.8801776105107	-119.392877208338	2674.95395056723	std	2.27636734105094	2.65733567122013	0.978125415754293	0.00013633064750696	2014	;	TM14-11--11	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--12	37.8801911028254	-119.392928105662	2672.03976023363	std	2.1005955677085	2.66302677549265	0.989924483183252	3.85853589932263e-05	2014	;	TM14-11--12	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--13	37.8802110408074	-119.392880013636	2672.20796046459	std	2.15173947468118	2.65473208540527	1	0	2014	;	TM14-11--13	Be-10	quartz	330968	6547	07KNSTD	;
TM14-11--14	37.8802110063212	-119.39293656191	2673.67791335095	std	2.33453813413237	2.67487368098315	1	0.000142695531541274	2014	;	TM14-11--14	Be-10	quartz	330968	6547	07KNSTD	;
