Sample_Name1	Latitude	Longitude	Elevation	Elevation_Flag	Sample_Thickness	Sample_Density	Shielding_Corr	Erosion_Rate	Sample_Collection_Year	End_of_Line1	Sample_Name2	Nuclide	Mineral	Nuclide_Conc	Nuclide_Uncert	Standardization	End_of_Line2
TM14-06--1	37.8053095472353	-119.265726759407	2748.9483156655	std	0.676720607566677	2.78074409790829	0.925392236294782	0.000113256866360155	2014	;	TM14-06--1	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--2	37.8053882011877	-119.265615347938	2744.49580525365	std	0.497034270779942	2.7819717720072	0.924102262881676	0	2014	;	TM14-06--2	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--3	37.8052949096052	-119.265708039452	2746.01697336088	std	0.710475777554514	2.76439845514396	0.900239307348568	7.40207383519853e-05	2014	;	TM14-06--3	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--4	37.8053626465163	-119.265688038062	2744.20583413929	std	0.674855574032082	2.85115294279561	0.942848946976544	0.000258880256650165	2014	;	TM14-06--4	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--5	37.8053350866063	-119.265665323618	2737.82905164539	std	0.350870284865349	2.73107042620604	0.959827075195797	0.00010783999976199	2014	;	TM14-06--5	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--6	37.8053815709586	-119.265614284687	2740.48226817089	std	0.495345651064596	2.83210091333589	0.922483069373134	0.000280666891844321	2014	;	TM14-06--6	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--7	37.8052905297052	-119.26561414896	2742.63022318912	std	0.461936302390031	2.79366354077031	0.948910328716558	0.000166941712974316	2014	;	TM14-06--7	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--8	37.8053390664339	-119.265697227651	2735.5706278703	std	0.57652401393254	2.77251647314351	0.931612727564338	0.000173687499239561	2014	;	TM14-06--8	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--9	37.805350463301	-119.26567597043	2743.15272096763	std	0.483798543926367	2.79733778224792	0.948734059728937	0.000153979155329275	2014	;	TM14-06--9	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--10	37.805385653495	-119.265692654996	2744.87629247127	std	0.55632903875917	2.76140418633192	0.958954560988897	0.000167617090927838	2014	;	TM14-06--10	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--11	37.8053408794602	-119.265692582727	2740.68745865225	std	0.643495215623934	2.73314332654951	0.958786732398425	0.000175338015923145	2014	;	TM14-06--11	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--12	37.8053410709357	-119.265678810969	2743.06104748295	std	0.488819164108123	2.79732360319656	0.927384045265408	4.67595542679615e-05	2014	;	TM14-06--12	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--13	37.8053986325127	-119.265622214165	2739.34643278909	std	0.346087192538804	2.82092129014351	0.956556054511498	8.85270049073758e-05	2014	;	TM14-06--13	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--14	37.805407520069	-119.265644811353	2745.03787420482	std	0.530690270276229	2.80891645920997	0.904191612047723	9.53162794353026e-05	2014	;	TM14-06--14	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--15	37.8053226982797	-119.265635684573	2740.74260547498	std	0.457891710915196	2.78370782750643	0.926532718098404	0	2014	;	TM14-06--15	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--16	37.8053336620421	-119.265659872505	2736.41174301778	std	0.33995696495117	2.74755098190149	0.946368674261937	7.30006864884795e-05	2014	;	TM14-06--16	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--17	37.8053476359371	-119.265710385969	2740.71349128932	std	0.581376419241465	2.73242321877482	0.924662832531356	0.000213268429157528	2014	;	TM14-06--17	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--18	37.8053617784605	-119.265668603197	2740.11191525654	std	0.437539444457284	2.81861663012921	0.925963261649725	0.000172708449917404	2014	;	TM14-06--18	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--19	37.8053779659792	-119.265648055873	2746.36975090685	std	0.602517034959151	2.76841499768878	0.93183494529044	0.000136551966822071	2014	;	TM14-06--19	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--20	37.8053257347086	-119.265604309308	2738.41096165923	std	0.541799772974534	2.77430334070097	0.928921046482181	8.71422397024962e-05	2014	;	TM14-06--20	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--21	37.8052807094792	-119.265710326775	2745.31513022665	std	0.457030890272206	2.82053511607577	0.930603966149821	6.29791562417901e-05	2014	;	TM14-06--21	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--22	37.8054385254842	-119.265648907283	2743.13871949366	std	0.644767456255524	2.72019860904264	0.947754248607197	0.000209856565204794	2014	;	TM14-06--22	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--23	37.8053807438889	-119.26568738749	2739.72921398364	std	0.569107151441785	2.76568906244221	0.922413837747561	0	2014	;	TM14-06--23	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--24	37.8053622623113	-119.265607207736	2738.45360122603	std	0.321146739459894	2.8049529637203	0.931832570051677	0.000161031802122538	2014	;	TM14-06--24	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--25	37.8053347130577	-119.265690950171	2743.52119350634	std	0.32856407456191	2.75331756498174	0.910447795973941	0	2014	;	TM14-06--25	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--26	37.8053888468718	-119.265631180927	2741.60856440024	std	0.628134004389599	2.75081578529707	0.89072190181195	0.000146573657832865	2014	;	TM14-06--26	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--27	37.8053257606755	-119.26562303776	2742.11976237881	std	0.553852974400818	2.81828264193227	0.935587655616407	0.000153964341566199	2014	;	TM14-06--27	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--28	37.8053494534127	-119.265622957541	2737.23384058364	std	0.494769536888122	2.81157772197854	0.901821607920217	0	2014	;	TM14-06--28	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--29	37.8053764687089	-119.265711546421	2738.84800249897	std	0.544170616638011	2.79899740472703	0.93659776578886	0.000192768437149997	2014	;	TM14-06--29	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--30	37.8053097336831	-119.265702510715	2743.17492084771	std	0.457326861032525	2.81037598278132	0.924840391556683	4.22358601344112e-05	2014	;	TM14-06--30	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--31	37.8053488109194	-119.265670365344	2740.6114271525	std	0.273021615185698	2.75412136868508	0.943875562990964	0.000161784311507966	2014	;	TM14-06--31	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--32	37.8053709475775	-119.265605420484	2739.36309069277	std	0.603617438157663	2.80462555909251	0.957472273004834	0.000238613433523346	2014	;	TM14-06--32	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--33	37.8053434590337	-119.26567345739	2744.45899651575	std	0.393060471155788	2.75643137441359	0.90609936501936	0.000211732623068131	2014	;	TM14-06--33	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--34	37.8053758243355	-119.26567796609	2740.64527536837	std	0.628420534233843	2.67805295504141	0.918811607876374	5.82477368246006e-05	2014	;	TM14-06--34	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--35	37.805313626978	-119.26566263708	2740.3945347988	std	0.609860742166998	2.79434601243821	0.917400253606263	6.34074457713318e-05	2014	;	TM14-06--35	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--36	37.8053463298437	-119.265715349528	2740.04650705735	std	0.496775675564002	2.74843053041022	0.925686410836966	0.000122951921111514	2014	;	TM14-06--36	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--37	37.8053322326347	-119.265609953662	2740.88651565774	std	0.533131787218923	2.6923365467292	0.90473367454055	0.000176230307195136	2014	;	TM14-06--37	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--38	37.8053389277012	-119.265667913442	2745.30299852033	std	0.650295642050288	2.78389318902371	0.911783756932634	0.000148218187593479	2014	;	TM14-06--38	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--39	37.805385294485	-119.265648679355	2743.12323997227	std	0.39863496823072	2.78992539603103	0.909009958649195	5.77550251693453e-05	2014	;	TM14-06--39	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--40	37.8053692668447	-119.265673101601	2741.62322934144	std	0.469772244190722	2.76753560458778	0.947998835964725	9.10942289740717e-05	2014	;	TM14-06--40	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--41	37.8053065687847	-119.265676881128	2744.90783387647	std	0.466578888788078	2.81498881858201	0.927931197775364	0.000163616990526151	2014	;	TM14-06--41	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--42	37.805343754841	-119.265737581153	2744.79211739057	std	0.319849377643413	2.7554981508618	0.93226924204079	2.91525420130649e-05	2014	;	TM14-06--42	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--43	37.8053387605534	-119.265740511257	2739.12261966301	std	0.549750445933715	2.80712088357488	0.911819026948252	0.000191341728642404	2014	;	TM14-06--43	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--44	37.8053316751194	-119.265668977837	2742.68521845167	std	0.442701365198813	2.79957366578907	0.966147579090954	0	2014	;	TM14-06--44	Be-10	quartz	359277	6236	07KNSTD	;
TM14-06--45	37.8052836583305	-119.265628881349	2743.09606848388	std	0.537871289605259	2.79376725781747	0.956198562170659	1.55369445288666e-05	2014	;	TM14-06--45	Be-10	quartz	359277	6236	07KNSTD	;
