Sample_Name1	Latitude	Longitude	Elevation	Elevation_Flag	Sample_Thickness	Sample_Density	Shielding_Corr	Erosion_Rate	Sample_Collection_Year	End_of_Line1	Sample_Name2	Nuclide	Mineral	Nuclide_Conc	Nuclide_Uncert	Standardization	End_of_Line2
C2-Boulder2--1	37.7996262109249	-119.215539199001	3416.99006912354	std	3.15220805535814	2.79481881926914	0.90000408399111	0	2012	;	C2-Boulder2--1	Be-10	quartz	546797	12831	07KNSTD	;
C2-Boulder2--2	37.7996629451131	-119.215519186776	3416.3014176395	std	4.70503747508141	2.83749378702551	0.900078661214443	0	2012	;	C2-Boulder2--2	Be-10	quartz	546797	12831	07KNSTD	;
C2-Boulder2--3	37.799676044453	-119.21550641482	3414.79987532926	std	3.26232458033248	2.7993272521663	0.893420174807408	0.000262779400717001	2012	;	C2-Boulder2--3	Be-10	quartz	546797	12831	07KNSTD	;
C2-Boulder2--4	37.7996620038589	-119.215525842292	3413.11454654713	std	6.53614177821784	2.81213492407877	0.919982605221354	0.000226457139926222	2012	;	C2-Boulder2--4	Be-10	quartz	546797	12831	07KNSTD	;
C2-Boulder2--5	37.7996164111333	-119.215492132728	3412.0231817304	std	5.04730990896377	2.75961318779882	0.880050269614966	0.000102024811917819	2012	;	C2-Boulder2--5	Be-10	quartz	546797	12831	07KNSTD	;
C2-Boulder2--6	37.7996486229358	-119.215485587817	3412.22834390443	std	4.39420242942917	2.78478980544566	0.903378750020539	0.00010735356629772	2012	;	C2-Boulder2--6	Be-10	quartz	546797	12831	07KNSTD	;
C2-Boulder2--7	37.7995998202704	-119.215528728731	3409.35254174952	std	4.10495275266391	2.75921186795832	0.910715997433435	6.9702200703278e-05	2012	;	C2-Boulder2--7	Be-10	quartz	546797	12831	07KNSTD	;
C2-Boulder2--8	37.7996439793364	-119.215511151696	3422.89574713438	std	3.63578683317156	2.79382101227032	0.898673952785973	0.000100598496938846	2012	;	C2-Boulder2--8	Be-10	quartz	546797	12831	07KNSTD	;
C2-Boulder2--9	37.7996029085864	-119.215537540302	3416.56623731708	std	5.22244888009906	2.73623107724115	0.881511175918805	6.42693098421317e-05	2012	;	C2-Boulder2--9	Be-10	quartz	546797	12831	07KNSTD	;
C2-Boulder2--10	37.7996275841932	-119.215538961775	3422.85269776929	std	4.04211768699846	2.78005548636472	0.88205723760316	0.000122041387472412	2012	;	C2-Boulder2--10	Be-10	quartz	546797	12831	07KNSTD	;
