Sample_Name1	Latitude	Longitude	Elevation	Elevation_Flag	Sample_Thickness	Sample_Density	Shielding_Corr	Erosion_Rate	Sample_Collection_Year	End_of_Line1	Sample_Name2	Nuclide	Mineral	Nuclide_Conc	Nuclide_Uncert	Standardization	End_of_Line2
C2-Boulder1--1	37.7992579838234	-119.21546025807	3409.67125179514	std	3.66450613511294	2.78629221693084	0.978254222642636	0	2012	;	C2-Boulder1--1	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--2	37.7992637004915	-119.215436857603	3411.82305996565	std	3.09734875108939	2.83185450340251	0.997717825738588	0	2012	;	C2-Boulder1--2	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--3	37.7992678755367	-119.21537067575	3413.26264322338	std	3.62298762876937	2.74731137583793	0.992935349611953	4.91447035258448e-05	2012	;	C2-Boulder1--3	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--4	37.7992794616174	-119.215493567932	3407.03959488586	std	4.81493422113836	2.78154686899453	0.976829624989714	0.000158601874260527	2012	;	C2-Boulder1--4	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--5	37.7992595968126	-119.215428812543	3407.09373531663	std	3.59057813576071	2.78103359799332	0.992658252494243	0.000117479983289345	2012	;	C2-Boulder1--5	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--6	37.7992614099106	-119.215455805556	3409.72114362478	std	3.46722261680924	2.76933501625095	1	0	2012	;	C2-Boulder1--6	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--7	37.7992460030979	-119.215438477388	3404.99132838548	std	3.6795109181587	2.75272090504958	1	2.35187276265227e-05	2012	;	C2-Boulder1--7	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--8	37.7992831391364	-119.215390650429	3404.18975554683	std	3.31179070778077	2.73267419751861	0.996261260362019	0.000113595668849725	2012	;	C2-Boulder1--8	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--9	37.7992490981916	-119.215433679794	3403.48747124127	std	3.59551758860023	2.76143923968084	0.978614275517911	7.04407760972502e-05	2012	;	C2-Boulder1--9	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--10	37.799254287233	-119.215455684253	3409.43338128668	std	3.02091857405452	2.80458916443686	1	0.000196360725725934	2012	;	C2-Boulder1--10	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--11	37.7993027752838	-119.215426908214	3402.10134487972	std	4.56346279814664	2.80234787478609	0.988614234511333	0.000376246436099954	2012	;	C2-Boulder1--11	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--12	37.7992888059073	-119.215469150704	3401.2150153792	std	3.07886267761073	2.76273867492277	0.983813253321494	0	2012	;	C2-Boulder1--12	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--13	37.7992707421796	-119.215465393702	3408.56524697312	std	3.608642974488	2.80335436570089	0.99969899146072	0.000170491839035237	2012	;	C2-Boulder1--13	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--14	37.7992464028836	-119.215427413548	3406.87442223648	std	3.19688870132592	2.79639000733831	0.963658916446485	0	2012	;	C2-Boulder1--14	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--15	37.7992680553097	-119.215373002965	3407.31705513062	std	3.66386282848571	2.75152503619179	0.975373972254365	0.000287713922204733	2012	;	C2-Boulder1--15	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--16	37.7992585658634	-119.215426065016	3409.03382302558	std	4.50321675832003	2.81561663493425	0.982886869722716	0.000133813206947398	2012	;	C2-Boulder1--16	Be-10	quartz	581428	7934	07KNSTD	;
