Sample_Name1	Latitude	Longitude	Elevation	Elevation_Flag	Sample_Thickness	Sample_Density	Shielding_Corr	Erosion_Rate	Sample_Collection_Year	End_of_Line1	Sample_Name2	Nuclide	Mineral	Nuclide_Conc	Nuclide_Uncert	Standardization	End_of_Line2
C2-Boulder1--1	37.7993254772242	-119.215491382024	3417.19895844378	std	2.00095642324273	2.79053331690121	0.978982455609066	0.000138162681331847	2012	;	C2-Boulder1--1	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--2	37.7992516280583	-119.215509167975	3408.52126133426	std	4.6958015600967	2.82156416098567	0.931621652758044	5.60051848421363e-05	2012	;	C2-Boulder1--2	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--3	37.799234309296	-119.215454673421	3393.13766274635	std	3.44188786511313	2.75086353543777	0.941743982822205	4.42066234093698e-05	2012	;	C2-Boulder1--3	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--4	37.7992221886319	-119.215459763026	3408.22963703453	std	3.8539447575806	2.74258661083984	0.929815333029282	9.0006784182194e-05	2012	;	C2-Boulder1--4	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--5	37.7993142249127	-119.215402724078	3409.08107478405	std	4.69876662580563	2.79929538124115	0.944765907607217	0.000171027188000808	2012	;	C2-Boulder1--5	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--6	37.7992041473709	-119.215417517656	3407.95821845798	std	4.89725482352386	2.82468098233563	0.972027823118895	0.000360437416179805	2012	;	C2-Boulder1--6	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--7	37.7992466962691	-119.215448609972	3408.50834239458	std	3.8957763533453	2.75684109123818	0.943637612795803	0.000158315057545026	2012	;	C2-Boulder1--7	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--8	37.7992652877758	-119.215464712705	3403.40918500749	std	4.49625173376641	2.78912825075924	0.984711560634094	7.98211134061544e-05	2012	;	C2-Boulder1--8	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--9	37.7992892156683	-119.215421606298	3406.47396268311	std	3.44573488501699	2.81146692660784	0.974619732585601	0.000204430108267243	2012	;	C2-Boulder1--9	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--10	37.7992653081087	-119.215529446756	3403.64690028111	std	1.62512816411724	2.76074506150981	0.952070572039972	0	2012	;	C2-Boulder1--10	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--11	37.7992588622216	-119.215446775263	3398.25688167843	std	3.5768431329292	2.78988200072956	0.956938703770338	1.44849680678281e-05	2012	;	C2-Boulder1--11	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--12	37.7992881670409	-119.215496755518	3404.72457921457	std	2.43854999080106	2.79016513119717	0.959733404965789	7.72343083570185e-05	2012	;	C2-Boulder1--12	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--13	37.7992684798906	-119.215455407201	3403.94938960411	std	3.00583484494058	2.79005936754175	0.969899455097829	0.000171222600340371	2012	;	C2-Boulder1--13	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--14	37.7993308403965	-119.215444542308	3401.24719400218	std	3.49310907917091	2.85321131148841	0.95832962466553	0.000112593887663325	2012	;	C2-Boulder1--14	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--15	37.7992772454392	-119.215459496214	3407.95170616494	std	3.7238290813779	2.79025310170611	0.952189888837544	0.000200022602778652	2012	;	C2-Boulder1--15	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--16	37.7993066220839	-119.215475081755	3408.05360232173	std	2.27575696422935	2.78262786656485	0.979499786811733	0.000268225419398291	2012	;	C2-Boulder1--16	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--17	37.7992314529613	-119.215453008262	3411.03779943697	std	3.53645844207263	2.76950732205949	0.950654514021782	0	2012	;	C2-Boulder1--17	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--18	37.7992844758094	-119.215417078745	3407.6394247896	std	3.48216295497824	2.79081869129601	0.967590550432605	2.62281296783326e-05	2012	;	C2-Boulder1--18	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--19	37.7992627369064	-119.215508994098	3405.50535833571	std	2.73110609941496	2.74623217599938	0.940767188997725	9.8107675466121e-05	2012	;	C2-Boulder1--19	Be-10	quartz	581428	7934	07KNSTD	;
C2-Boulder1--20	37.7992664256858	-119.215477002502	3409.02622231076	std	3.74044850988486	2.82009530104461	0.960197647561899	0.000106594377385427	2012	;	C2-Boulder1--20	Be-10	quartz	581428	7934	07KNSTD	;
