Sample_Name1	Latitude	Longitude	Elevation	Elevation_Flag	Sample_Thickness	Sample_Density	Shielding_Corr	Erosion_Rate	Sample_Collection_Year	End_of_Line1	Sample_Name2	Nuclide	Mineral	Nuclide_Conc	Nuclide_Uncert	Standardization	End_of_Line2
TM14-16--1	37.8820428904293	-119.346024105189	2850.48003813543	std	2.58659902997702	2.78590056228883	0.89751058727351	0	2014	;	TM14-16--1	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--2	37.8819988895195	-119.346061236455	2855.01342252963	std	3.70582452817879	2.75602690661194	0.925095825094543	0	2014	;	TM14-16--2	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--3	37.8820123852278	-119.34603868225	2850.90365520778	std	2.82921801537264	2.74313210294998	0.940501664188548	0	2014	;	TM14-16--3	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--4	37.8819926888832	-119.346022682786	2849.87648360574	std	2.6966840195047	2.79081201215513	0.896858933792575	0	2014	;	TM14-16--4	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--5	37.882008181866	-119.34611856941	2853.481525049	std	3.16651609308475	2.75559701814765	0.944754929567162	0	2014	;	TM14-16--5	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--6	37.8820326202682	-119.346075625956	2852.13271648693	std	3.29028739021918	2.68637133855005	0.920084191391245	0	2014	;	TM14-16--6	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--7	37.8820192503369	-119.346083932283	2854.11404692153	std	1.66928083683348	2.78125651186608	0.964271684682298	0	2014	;	TM14-16--7	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--8	37.8819946368342	-119.346051053702	2851.55669017843	std	2.54720895685518	2.76621823454223	0.916279791854913	0	2014	;	TM14-16--8	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--9	37.8819747339152	-119.346074565359	2854.45779429234	std	4.09569626417354	2.70760588597918	0.927176651112773	0	2014	;	TM14-16--9	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--10	37.8820439721862	-119.346058817269	2853.21887415199	std	2.29693238747613	2.79268697977939	0.935185204806212	0	2014	;	TM14-16--10	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--11	37.8819986344926	-119.346067346409	2853.42920269709	std	2.79745149444701	2.7963112458327	0.930931899804142	0	2014	;	TM14-16--11	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--12	37.8819958998991	-119.346081054981	2855.10224855238	std	2.44009392329204	2.75381294410637	0.911649452670001	0	2014	;	TM14-16--12	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--13	37.8820215743777	-119.346024556991	2853.78099227999	std	3.62122605256304	2.811543411793	0.913666913021948	0	2014	;	TM14-16--13	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--14	37.8819945182912	-119.34609552436	2851.06582451687	std	2.90525690241247	2.75465212972985	0.942570847555617	0	2014	;	TM14-16--14	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--15	37.8819529566829	-119.346096690624	2854.20586799816	std	2.70312238201275	2.78076395230131	0.932938313855471	0	2014	;	TM14-16--15	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--16	37.8819541021983	-119.346165093393	2854.59750267112	std	2.0710735829044	2.82726341486042	0.923812936808404	0	2014	;	TM14-16--16	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--17	37.8820368757521	-119.346034935271	2854.0446377499	std	2.87645492097448	2.78784421545496	0.946255239488188	0	2014	;	TM14-16--17	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--18	37.8819779565607	-119.346015826368	2853.01282357939	std	3.20151963203856	2.77106839728636	0.906400629698517	0	2014	;	TM14-16--18	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--19	37.8819872318951	-119.346060209137	2855.47387236072	std	4.06524322308891	2.72170268749287	0.937193149578459	0	2014	;	TM14-16--19	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--20	37.8820285078537	-119.346131565666	2853.26180269518	std	3.36980001509004	2.78403935076061	0.927830186865925	0	2014	;	TM14-16--20	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--21	37.8820361533155	-119.34607004962	2855.15863663732	std	3.35136526001057	2.79227520262485	0.913885724842457	0	2014	;	TM14-16--21	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--22	37.8820495178104	-119.345991621773	2850.37368526653	std	4.11191837218371	2.74546435526084	0.915003672271542	0	2014	;	TM14-16--22	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--23	37.882033670623	-119.346127304764	2856.70895872328	std	2.85906494928103	2.78293979524159	0.876635786467382	0	2014	;	TM14-16--23	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--24	37.8820290025205	-119.34609054559	2849.34167366592	std	2.93858113538125	2.84522910665063	0.930350156067609	0	2014	;	TM14-16--24	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--25	37.8820504598788	-119.346098915724	2853.07217322308	std	3.44774249782195	2.70611713868815	0.917281284572239	0	2014	;	TM14-16--25	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--26	37.8820325183096	-119.346041814578	2853.2229549265	std	2.85210761847692	2.75853510336699	0.941655819156731	0	2014	;	TM14-16--26	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--27	37.8820434901571	-119.346112660021	2851.67476871784	std	2.54725604395944	2.78433473499193	0.940853010361345	0	2014	;	TM14-16--27	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--28	37.8820332808608	-119.346099656957	2855.91381391486	std	3.3617684554764	2.83034792458957	0.945258661133687	0	2014	;	TM14-16--28	Be-10	quartz	371027	7219	07KNSTD	;
TM14-16--29	37.8820186037728	-119.346071117206	2853.11882210361	std	3.77140392984867	2.70443158582899	0.929368536612393	0	2014	;	TM14-16--29	Be-10	quartz	371027	7219	07KNSTD	;
