Sample_Name	Nuclide_and_Mineral	St_Age_yr	St_Interr_yr	St_Exterr_yr	Lm_Age_yr	Lm_Interr_yr	Lm_Exterr_yr	LSDn_Age_yr	LSDn_Interr_yr	LSDn_Exterr_yr	Ag_Age_yr	Ag_Interr_yr	Ag_Exterr_yr
TM14-16--1	Be-10 (qtz)	14275	279	1166	14064	275	1094	14062	275	877	--	--	--
													
TM14-16--2	Be-10 (qtz)	13942	272	1138	13724	268	1067	13706	268	854	--	--	--
													
TM14-16--3	Be-10 (qtz)	13645	266	1114	13426	262	1044	13397	262	835	--	--	--
													
TM14-16--4	Be-10 (qtz)	14305	279	1168	14092	275	1096	14089	275	878	--	--	--
													
TM14-16--5	Be-10 (qtz)	13603	266	1111	13382	261	1040	13349	261	832	--	--	--
													
TM14-16--6	Be-10 (qtz)	13982	273	1142	13764	269	1070	13749	268	857	--	--	--
													
TM14-16--7	Be-10 (qtz)	13156	257	1074	12945	253	1006	12899	252	804	--	--	--
													
TM14-16--8	Be-10 (qtz)	13968	273	1140	13750	268	1069	13735	268	856	--	--	--
													
TM14-16--9	Be-10 (qtz)	13953	272	1139	13735	268	1068	13718	268	855	--	--	--
													
TM14-16--10	Be-10 (qtz)	13646	266	1114	13427	262	1044	13396	262	835	--	--	--
													
TM14-16--11	Be-10 (qtz)	13766	269	1124	13552	265	1054	13528	264	843	--	--	--
													
TM14-16--12	Be-10 (qtz)	13994	273	1143	13777	269	1071	13758	269	858	--	--	--
													
TM14-16--13	Be-10 (qtz)	14125	276	1153	13918	272	1082	13912	272	867	--	--	--
													
TM14-16--14	Be-10 (qtz)	13624	266	1112	13404	262	1042	13373	261	834	--	--	--
													
TM14-16--15	Be-10 (qtz)	13717	268	1120	13501	264	1050	13474	263	840	--	--	--
													
TM14-16--16	Be-10 (qtz)	13778	269	1125	13564	265	1055	13541	264	844	--	--	--
													
TM14-16--17	Be-10 (qtz)	13547	264	1106	13326	260	1036	13292	259	829	--	--	--
													
TM14-16--18	Be-10 (qtz)	14187	277	1158	13982	273	1087	13981	273	872	--	--	--
													
TM14-16--19	Be-10 (qtz)	13795	269	1126	13580	265	1056	13558	265	845	--	--	--
													
