Sample_Name1	Latitude	Longitude	Elevation	Elevation_Flag	Sample_Thickness	Sample_Density	Shielding_Corr	Erosion_Rate	Sample_Collection_Year	End_of_Line1	Sample_Name2	Nuclide	Mineral	Nuclide_Conc	Nuclide_Uncert	Standardization	End_of_Line2
LoLy-11-08--1	37.8004544028752	-119.263464869515	2736.93597774984	std	1.87557933359013	2.82449218428341	0.955471810270795	8.78232220659407e-05	2011	;	LoLy-11-08--1	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--2	37.8004774193851	-119.263559836838	2735.01517918972	std	1.87707164018684	2.7519537340316	0.951928205473655	0.000176285967805382	2011	;	LoLy-11-08--2	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--3	37.8004474570714	-119.26351424469	2737.31524067661	std	2.30453830491812	2.79338164570043	0.979528391181476	0	2011	;	LoLy-11-08--3	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--4	37.8005046296062	-119.263552727994	2740.77150530314	std	2.20908534939183	2.81250037558982	0.960642562589175	0	2011	;	LoLy-11-08--4	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--5	37.8005118984765	-119.26348532644	2736.27589785813	std	1.86076549534078	2.77742432291556	0.959242501749953	0.000166139065105391	2011	;	LoLy-11-08--5	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--6	37.8004436980235	-119.263518612623	2740.70275542217	std	1.55408570614446	2.82145515601961	0.984217256975112	0	2011	;	LoLy-11-08--6	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--7	37.8004929855651	-119.263522941716	2740.69187236839	std	1.80059262784905	2.75858459795096	0.957040353608894	3.23903045541165e-05	2011	;	LoLy-11-08--7	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--8	37.800486951309	-119.263458013718	2737.8067873856	std	1.96074053563408	2.80146700857749	0.963462668539042	0	2011	;	LoLy-11-08--8	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--9	37.800485131234	-119.26350529398	2739.04959775693	std	2.40710869424302	2.75380495339523	0.989394836314148	2.26822010824005e-05	2011	;	LoLy-11-08--9	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--10	37.8004227892142	-119.263557176377	2742.04923701691	std	2.28417410852911	2.78267536725406	0.959381880171411	0.000167924306168741	2011	;	LoLy-11-08--10	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--11	37.8005233363171	-119.263474703316	2734.92517528745	std	1.96393707696496	2.8240224697353	0.966501226011778	0.000109429115345714	2011	;	LoLy-11-08--11	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--12	37.8005036775232	-119.263481596801	2737.53184583379	std	2.17338530826801	2.76149929132975	0.983741677788939	3.26306033999923e-06	2011	;	LoLy-11-08--12	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--13	37.8004674074764	-119.26355320788	2737.40030683148	std	1.56455121033217	2.80711978630745	0.955555066681004	0.000273847583628065	2011	;	LoLy-11-08--13	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--14	37.800462412422	-119.263541588463	2737.63647239926	std	1.85645577013327	2.82830049942943	0.956844331769989	4.01622085050542e-06	2011	;	LoLy-11-08--14	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--15	37.8004955502623	-119.263420884762	2736.07537150363	std	2.34567995544829	2.87592020648221	0.957518598053624	0.000100661174505106	2011	;	LoLy-11-08--15	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--16	37.8004956937173	-119.263525355673	2737.9410768329	std	2.17254872110952	2.79447708926368	0.953618731017513	0	2011	;	LoLy-11-08--16	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--17	37.8005212270366	-119.263532312872	2735.36446493435	std	2.10727555218197	2.73968738996819	0.96295751333791	5.8153779979957e-05	2011	;	LoLy-11-08--17	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--18	37.8004532154997	-119.263502485069	2740.75820608115	std	1.94925132358593	2.76228662213874	0.97346217300566	5.57925148541261e-05	2011	;	LoLy-11-08--18	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--19	37.8004450030863	-119.263500858235	2744.10527555258	std	2.21958697249009	2.76387988854429	0.950456925448058	0.000117291767567016	2011	;	LoLy-11-08--19	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--20	37.8004586752874	-119.26348298385	2736.5379215517	std	1.87446501706549	2.78460759372865	0.948223504374991	1.19344938626515e-05	2011	;	LoLy-11-08--20	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--21	37.8004915536973	-119.263449392636	2737.35215593974	std	2.10036809281134	2.80463336482161	0.950160240757206	0.000108068202671352	2011	;	LoLy-11-08--21	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--22	37.8005088711827	-119.263444833849	2735.8975143807	std	1.56846911185452	2.78053018883296	0.953432277615185	0	2011	;	LoLy-11-08--22	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--23	37.8005124370428	-119.263490544643	2737.31010564798	std	1.88692652475496	2.79970984224871	0.935770830531529	0.000302874492599784	2011	;	LoLy-11-08--23	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--24	37.8004559642031	-119.263510390566	2736.44592295832	std	0.884900164914385	2.73934394441566	0.949841831098452	3.08828195881467e-05	2011	;	LoLy-11-08--24	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--25	37.8004813860736	-119.263548775584	2746.4096820776	std	1.4447357221719	2.80329435911988	0.955346328229535	0.000206860692765226	2011	;	LoLy-11-08--25	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--26	37.8004704601756	-119.263485967234	2741.48448541652	std	1.63159978520265	2.81653900707657	0.938265768873831	0.000181348338300773	2011	;	LoLy-11-08--26	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--27	37.8004983016607	-119.263546851553	2740.24592907746	std	2.35372422788707	2.81246385448068	0.947213639202738	8.92636231630245e-05	2011	;	LoLy-11-08--27	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--28	37.8004933164698	-119.263557291525	2738.9118980081	std	1.08618731111487	2.8071444590668	0.951443545160113	3.88965872992091e-05	2011	;	LoLy-11-08--28	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--29	37.8005099845079	-119.263526423352	2736.28112805806	std	1.67990285779148	2.74276167525903	0.966133630596836	0.000164143037348374	2011	;	LoLy-11-08--29	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--30	37.8004542563127	-119.263484834614	2739.06743700607	std	1.68688245815322	2.79613546285279	0.950636286511608	6.80909623211386e-05	2011	;	LoLy-11-08--30	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--31	37.8004985624912	-119.263531044814	2739.54570381268	std	2.12805919317112	2.72254069139401	0.952920866607666	7.45351663978657e-05	2011	;	LoLy-11-08--31	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--32	37.8004868848656	-119.263443175046	2734.75994287248	std	1.92974989132938	2.76659137958356	0.94787887385802	0.000271023780890395	2011	;	LoLy-11-08--32	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--33	37.8004801346888	-119.263519238318	2742.41765786083	std	2.50863578731577	2.76948177448868	0.961614415234824	0.000146466788047049	2011	;	LoLy-11-08--33	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--34	37.8004957603828	-119.26350955601	2739.71939563397	std	1.772126003688	2.75229301367698	0.952928871580205	4.37068207926895e-05	2011	;	LoLy-11-08--34	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--35	37.8004672597512	-119.263509954212	2739.44439570794	std	1.80656497660364	2.78838925334241	0.964993804553655	0.000119686224068665	2011	;	LoLy-11-08--35	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--36	37.8004312464958	-119.263538399478	2736.58097157873	std	1.25383561721714	2.76803696346961	0.959027418532617	0.000167819632527748	2011	;	LoLy-11-08--36	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--37	37.8004654365007	-119.263537670078	2743.2014442273	std	1.81078274948941	2.74543254468841	0.953806908333406	0.000125402932167459	2011	;	LoLy-11-08--37	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--38	37.8004734456546	-119.263537133412	2739.88763158721	std	1.93566887164772	2.73524077216184	0.955226737771877	1.02820440787006e-05	2011	;	LoLy-11-08--38	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--39	37.8004615669778	-119.263482613361	2736.81904855411	std	1.87763068382864	2.81189088130668	0.95051507916597	0.000123533182991989	2011	;	LoLy-11-08--39	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--40	37.8004824896223	-119.263522603242	2732.76056544262	std	2.49668812532702	2.75631789067065	0.970680616959642	8.06546462441934e-05	2011	;	LoLy-11-08--40	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--41	37.8004940670381	-119.263550326325	2737.05377027761	std	1.92924691252221	2.77177386031046	0.953274806992408	0.000173080886198554	2011	;	LoLy-11-08--41	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--42	37.8005050713461	-119.263467771102	2733.21123009504	std	1.9157331312493	2.76605152501383	0.972037334086244	0.000210740544242472	2011	;	LoLy-11-08--42	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--43	37.8004639611926	-119.263466862348	2739.7018922952	std	2.49394041105102	2.76303843989684	0.940788151442788	6.99446248230225e-05	2011	;	LoLy-11-08--43	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--44	37.8005233119169	-119.263441357226	2737.61436829464	std	1.9916244297562	2.83775877625589	0.959098362715088	0.000183927226547421	2011	;	LoLy-11-08--44	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--45	37.8004564787794	-119.263447224813	2738.01737662125	std	2.64663715161199	2.75335383942224	0.97095705895976	0.00016160993154382	2011	;	LoLy-11-08--45	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--46	37.8004644994765	-119.263538021108	2738.75898473613	std	2.64980024253933	2.76714773417208	0.965565038771105	0.000198607090149067	2011	;	LoLy-11-08--46	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--47	37.8004377586119	-119.263499140383	2742.74039899094	std	1.99256378842576	2.78580956680815	0.958496209870673	6.11953600166531e-05	2011	;	LoLy-11-08--47	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--48	37.8004985151528	-119.263522428992	2740.01058182447	std	1.51575193539986	2.77051004208202	0.955187778572276	3.3779093346689e-05	2011	;	LoLy-11-08--48	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--49	37.8004618834478	-119.263549513345	2735.7274332365	std	1.55513990797279	2.74829503878603	0.948088575616983	0.000182371113193443	2011	;	LoLy-11-08--49	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--50	37.8004693625889	-119.263559894384	2738.22555048704	std	1.47877214732626	2.75715507546673	0.948963982989345	5.31782760226738e-05	2011	;	LoLy-11-08--50	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--51	37.800449512244	-119.2634767885	2739.62614656233	std	1.03758631905435	2.71717067715906	0.937484721181327	5.81479985544857e-05	2011	;	LoLy-11-08--51	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--52	37.8004971846779	-119.263466673703	2735.90845992958	std	1.96530871212155	2.78050779413955	0.964430277411566	9.01191416984824e-05	2011	;	LoLy-11-08--52	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--53	37.8004933123393	-119.263466379101	2735.81643028574	std	2.35347074344917	2.79404709585837	0.95296926980275	5.26118314748459e-05	2011	;	LoLy-11-08--53	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--54	37.8004714271521	-119.263499703131	2741.52460354811	std	2.04932742393811	2.77803081587265	0.948808923372666	5.56066475893495e-05	2011	;	LoLy-11-08--54	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--55	37.8004920128477	-119.26346470435	2741.13916246685	std	1.67992182325626	2.7626077008273	0.943786599193907	5.48714011732084e-05	2011	;	LoLy-11-08--55	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--56	37.8004904988628	-119.263552446185	2743.11036257989	std	1.8588621004886	2.7926988969027	0.95906590857786	0	2011	;	LoLy-11-08--56	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--57	37.800446234801	-119.263597239654	2739.35568832772	std	2.4578026572201	2.76193204058721	0.95181056200451	0.000102747551930446	2011	;	LoLy-11-08--57	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--58	37.800533350423	-119.263513615083	2738.1131686198	std	2.18023466974458	2.79031715842242	0.956493906065862	3.07651779821376e-05	2011	;	LoLy-11-08--58	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--59	37.8004568066017	-119.263427487103	2745.07092481608	std	2.04799006783506	2.75208332699444	0.972965838835238	0.000110543185798948	2011	;	LoLy-11-08--59	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--60	37.8004772408472	-119.26346332846	2740.05668718809	std	2.49943015572444	2.83022124017422	0.964333226739285	0.000189854354802175	2011	;	LoLy-11-08--60	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--61	37.8004605733525	-119.263567868036	2738.21075619563	std	1.8190445015038	2.82510251216205	0.98452568021916	0.000168782037450962	2011	;	LoLy-11-08--61	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--62	37.8004877600322	-119.263481008829	2737.08569378894	std	2.20138334277187	2.82076829072691	0.969628852923962	0.000181394725311227	2011	;	LoLy-11-08--62	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--63	37.8004902108164	-119.263489337993	2738.50934022465	std	1.54426206893779	2.7251399591296	0.952130748121058	0	2011	;	LoLy-11-08--63	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--64	37.8004595562735	-119.263513215575	2744.07806142846	std	2.0586411233977	2.80230177163464	0.969731839548692	0.000102359221186649	2011	;	LoLy-11-08--64	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--65	37.8004904050653	-119.263446073659	2736.3213503517	std	2.16885458309293	2.81835439263592	0.95255318198281	0	2011	;	LoLy-11-08--65	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--66	37.8004751993314	-119.263527965894	2741.07339395033	std	2.84326816412236	2.79907165065904	0.971629045101226	0.000190786447468009	2011	;	LoLy-11-08--66	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--67	37.8004543096479	-119.26349876619	2740.42791696427	std	2.09865174518123	2.74967193893382	0.935374169141667	0.000244589440402163	2011	;	LoLy-11-08--67	Be-10	quartz	365512	8913	07KNSTD	;
LoLy-11-08--68	37.8004534252728	-119.263515952346	2741.14566114412	std	1.85870275836034	2.85141355210464	0.962890381288274	5.89927328254002e-05	2011	;	LoLy-11-08--68	Be-10	quartz	365512	8913	07KNSTD	;
